Generation,Fitness
0,5.972629698706536
1,5.798351314898786
2,5.972629698706536
3,5.798351314898786
4,3.9757251238278926
5,5.250666377165915
6,5.226988853767013
7,5.972629698706536
8,5.226988853767013
9,6.1879831179692335
10,6.1879831179692335
11,6.1879831179692335
12,7.4126959527539285
13,4.7114743082573565
14,6.404278830951469
15,7.332094901216543
16,6.934963096332066
17,6.743381135112362
18,7.231298618932557
19,6.765130975840135
20,7.276206797390653
21,4.582798720242927
22,5.630637203082346
23,6.5537426626574184
24,7.433398811177835
25,6.372227476476148
26,5.863510065056435
27,6.300887461268863
28,7.400146519397371
29,4.671313802085626
30,7.433398811177835
31,7.43240968504743
32,7.396325823448249
33,6.822272579727061
34,7.4550958004786185
35,5.930598135425354
36,7.719488961314765
37,7.269287110572083
38,7.328039575932337
39,7.0494283523802395
40,7.302233293129262
41,7.719488961314765
42,6.81077975218744
43,7.399028842508114
44,7.302233293129262
45,6.755212124518282
46,7.253356454684848
47,6.281853520542262
48,6.859533598948023
49,7.068925864490003
50,6.789938526769632
51,7.719488961314765
52,4.415253271953267
53,7.719488961314765
54,7.719488961314765
55,6.5852427422746
56,7.719488961314765
57,7.719488961314765
58,7.694521173475147
59,7.090193844326819
60,5.3318111277061035
61,7.117393214004247
62,7.719488961314765
63,5.349168629015473
64,7.507070166300823
65,7.719488961314765
66,6.755212124518282
67,7.11952253748963
68,6.651266395137599
69,7.719488961314765
70,7.719488961314765
71,5.913499912932467
72,4.3952704548662105
73,7.680925652543154
74,6.518725247202749
75,7.068925864490003
76,7.719488961314765
77,7.328039575932337
78,5.91794306412752
79,7.068925864490003
80,7.719488961314765
81,7.719488961314765
82,7.385295382788549
83,7.719488961314765
84,6.209921438825022
85,6.544515906776644
86,7.719488961314765
