Step,Velocity
0,8.881784197001252e-16
1,0.0
2,8.881784197001252e-16
3,0.0
4,1.7763568394002505e-15
5,1.7763568394002505e-15
6,8.881784197001252e-16
7,0.0
8,1.7763568394002505e-15
9,1.7763568394002505e-15
10,8.881784197001252e-16
11,8.881784197001252e-16
12,8.881784197001252e-16
13,8.881784197001252e-16
14,2.6645352591003757e-15
15,2.6645352591003757e-15
16,8.881784197001252e-16
17,8.881784197001252e-16
18,1.7763568394002505e-15
19,8.881784197001252e-16
20,1.7763568394002505e-15
21,8.881784197001252e-16
22,1.7763568394002505e-15
23,3.552713678800501e-15
24,1.7763568394002505e-15
25,0.0
26,8.881784197001252e-16
27,8.881784197001252e-16
28,8.881784197001252e-16
29,0.0
30,8.881784197001252e-16
31,8.881784197001252e-16
32,1.7763568394002505e-15
33,8.881784197001252e-16
34,0.0
35,1.7763568394002505e-15
36,2.6645352591003757e-15
37,1.7763568394002505e-15
38,8.881784197001252e-16
39,0.0
40,0.0
41,0.0006199148024466083
42,0.02410734273119175
43,0.03153960644587528
44,0.02997521072940934
45,0.03207843437547275
46,0.033342889625420646
47,0.03369971244415115
48,0.03312390674973997
49,0.03298403884773471
50,0.03321199963151411
51,0.033468207506003544
52,0.03373166039460784
53,0.03372340144464303
54,0.03371328594161227
55,0.03370317347277396
56,0.033693064037227494
57,0.03208491492283372
58,0.030010889954823483
59,0.029042581369908227
60,0.028416464987633283
61,0.028034369998454878
62,0.027688397951124877
63,0.027079291300294628
64,0.02685826351571219
65,0.026872849417032718
66,0.02694186343431859
67,0.02691507458168818
68,0.02672718577574873
69,0.026375764147285707
70,0.025908587690754104
71,0.025272945938353608
72,0.024469275595643936
73,0.02363969725278725
74,0.022901806734876295
75,0.021945956108406328
76,0.02110394162731044
77,0.020293161172443952
78,0.019468906848024936
79,0.018609324522703474
80,0.017803793346466534
81,0.01702870899826614
82,0.016262022823118727
83,0.015634748914946428
84,0.015036508769496137
85,0.014427416271556304
86,0.013721765275655606
87,0.013126984607354508
88,0.012627947516639537
89,0.012103891074936257
90,0.011620185634625635
91,0.011159991726754193
92,0.010683924165568293
93,0.010273598756942448
94,0.00979636966984021
95,0.00938757464108253
96,0.009009475896052166
97,0.008590178047255037
98,0.008200926195242708
99,0.007842731784449164
100,0.007466193659083409
101,0.007105951601127813
102,0.006766031997101685
103,0.006464535585877229
104,0.0061424729841714765
105,0.005812194761031009
106,0.005523400239874299
107,0.005243605848672672
108,0.00498269082304148
109,0.004686502233248291
110,0.0044180747515225605
111,0.004172341154644599
112,0.003930177479492869
113,0.003662674763003082
114,0.003418581199231774
115,0.003155267019253394
116,0.0028536141250352642
117,0.002509046824362038
118,0.0021809526645713007
119,0.001886252437540037
120,0.0016395523731391748
121,0.0014382971945190448
122,0.0012898131186274142
123,0.0011678566818780212
124,0.0010768725578271798
125,0.001008776268044187
126,0.0009562194201908625
127,0.0009134491807465395
128,0.0008748041583936939
129,0.0008352903156012559
130,0.0008026307129975763
131,0.0007700520237472475
132,0.0007329958502682032
133,0.0006900358140953244
134,0.0006503736558327589
135,0.0006102822710145617
136,0.0005655295687629902
137,0.0005144621248707182
138,0.00046724851324597694
139,0.00042093627137607115
140,0.0003753322438218021
141,0.0003272460323966442
142,0.00028461565072746
143,0.0002448707525264382
144,0.0002018463376307622
145,0.0001649286999336752
146,0.00012939794289579254
147,9.408558890022789e-05
148,5.8500780999004576e-05
149,2.671042549184932e-05
150,3.0195898386153885e-06
151,3.292486171790898e-05
152,6.116602301986518e-05
153,8.95800927356305e-05
154,0.00011466992281228272
155,0.00014029058641273906
156,0.00016731895351096426
157,0.0001939553611052247
158,0.000222253957272045
159,0.00024640694025723775
160,0.00027034218836785584
161,0.0002977489278848111
162,0.0003208293781327143
163,0.00034140072450750125
164,0.0003605740423591186
165,0.00038074327249848494
166,0.00039835873061733196
167,0.00041419683720800293
168,0.0004306978682544482
169,0.00044290177441297374
170,0.0004556653991114601
171,0.00046799844153699866
172,0.0004793077816467317
173,0.0004909595583013626
174,0.0005012882864026125
175,0.0005134761731788728
176,0.0005228618425610065
177,0.0005337917813861282
178,0.0005404793953251996
179,0.0005481653989010127
180,0.0005576986061415212
181,0.0005652151937951544
182,0.0005716090081104852
183,0.0005768824764240676
184,0.0005822012627545448
185,0.0005899660860402278
186,0.0005925635460046763
187,0.0005965283288764667
188,0.0006024875119168271
189,0.0006058363953025392
190,0.0006077944270730384
191,0.0006099876248999436
192,0.0006126428631283432
193,0.0006171139779107548
194,0.0006206066503802177
195,0.0006272269751477211
196,0.0006315652542294714
197,0.0006306772752227019
198,0.0006310565249760813
199,0.0006293642679215949
200,0.0006294288092929534
201,0.0006338507988585818
202,0.0006335882928949488
203,0.0006430393076959362
204,0.0006512564141933908
205,0.0006509635550164816
206,0.0006478831545280173
207,0.0006446405636024721
208,0.0006443582421438165
209,0.000642345964871005
210,0.0006398776361518088
211,0.0006390882824884869
212,0.0006397181359911741
213,0.0006461809661493234
214,0.0006480665431700672
215,0.0006480773444019761
216,0.0006448606281246327
217,0.0006412652051297485
218,0.0006384795936753562
219,0.0006381067660425899
220,0.0006439218893445897
221,0.0006448358190285219
222,0.0006427998964060322
223,0.0006463281010127275
224,0.0006493520394945662
225,0.0006446561119801686
226,0.0006427662178367655
227,0.0006412253846619365
228,0.000638407047216738
229,0.0006360676677719113
230,0.0006383682597999041
231,0.0006433029379087074
232,0.0006432431368397218
233,0.0006412734866252379
234,0.0006398668466713886
235,0.0006348769786663766
236,0.000631660859482075
237,0.0006313518341585223
238,0.0006284436279369032
239,0.000628363347264127
240,0.0006336480978301751
241,0.0006352591998561863
242,0.0006319557210652249
243,0.0006279168707674643
244,0.0006272766136241614
245,0.0006234294829621234
246,0.0006198964372554627
247,0.0006172440902361132
248,0.0006160092309217546
249,0.0006169770547499454
250,0.0006180091124079468
251,0.0006211884264617495
252,0.0006213360059481587
253,0.0006194747106178511
254,0.0006181497222437216
255,0.0006158829603606364
256,0.0006128122493507249
257,0.0006123586958999283
258,0.0006100104518482752
259,0.0006076541709036931
260,0.0006062290236563683
261,0.000604764930399071
262,0.0006041367150402266
263,0.0006037682921711252
264,0.0004237122631565171
265,0.0010542805049027493
266,0.0008607471611190576
267,0.0007241675765827793
268,0.0006268846400079298
269,0.0005571449183747745
270,0.0005063570862606781
271,0.0004674556646717676
272,0.0004417963621907717
273,0.0004244609624262097
274,0.0004169919690504287
275,0.0004087755389550196
276,0.00040096572683001597
277,0.0003928615986792394
278,0.0003784395302517396
279,0.00037114167734397796
280,0.0003645404774825778
281,0.00036146710959794603
282,0.0003545133696603031
283,0.00034842303185556034
284,0.0003420636100610608
285,0.00033446534799441707
286,0.00032439135608086644
287,0.00031229758770834337
288,0.00029869590155851
289,0.00028321707601186574
290,0.00026616498017073553
291,0.00024638405087173965
292,0.0002210681725944852
293,0.00019749523974876837
294,0.00017431143540935778
295,0.00014822261420022187
296,0.0001268169450874268
297,0.00010602429667105895
298,8.616219099799594e-05
299,6.735200588892098e-05
300,4.811882856792238e-05
301,2.9325991093287485e-05
302,1.1098513593488235e-05
303,8.749948369413119e-06
304,3.2433055378255915e-05
305,5.155736920237075e-05
306,6.844170680686545e-05
307,8.758137888165152e-05
308,0.00010684647454084484
309,0.00012363547114713214
310,0.00014354515017256375
311,0.0001624938253392827
312,0.00018048204720066963
313,0.00019650388283398712
314,0.00021315981815384077
315,0.0002302927255346532
316,0.0002448012082876261
317,0.0002610759512675642
318,0.00027450053720645684
319,0.00029137847873528244
320,0.0003061718485080078
321,0.0003200064863104757
322,0.0003357730710913387
323,0.0003498427763508616
324,0.00036259635201396634
325,0.00037606750397412014
326,0.0003892493482666737
327,0.00040136440167604093
328,0.0004120213275191631
329,0.0004247742787724107
330,0.00043339396868624647
331,0.00044127309503227963
332,0.00044995569159844706
333,0.0004603630057538055
334,0.0004693580305596967
335,0.00047584686161794565
336,0.00048319209846692246
337,0.0004899175352637286
338,5.832674836447893e-05
339,0.00027291484601299487
340,0.0001474828054117694
341,5.892845813892933e-05
342,6.213901279750189e-06
343,5.130917409523761e-05
344,8.854173337979887e-05
345,0.00011500885639126324
346,0.00012823852542354075
347,0.00013615318022175416
348,0.0001361472467147351
349,0.0001358978520800136
350,0.0001318103182166297
351,0.00012643629850117577
352,0.00012249607075709434
353,0.00011869448547763284
354,0.00011544932549600873
355,0.0001154262791223104
356,0.00011555096597692938
357,0.00011931893838212915
358,0.000123370299811576
359,0.00012682087046744783
360,0.0001330719887748799
361,0.00014267926551969623
362,0.0001585043778948858
363,0.00016515673157080357
364,0.00017540290446582674
365,0.0001841912966407122
366,0.00019274111171885266
367,0.00020529163819293927
368,0.0001891885633407142
369,0.0005677435434048306
370,0.0004287281123893649
371,0.0003231995260017939
372,0.0002456387512363989
373,0.00018505784382938373
374,0.00013810126221347474
375,0.00010261773472386437
376,8.109703186676143e-05
377,6.973678604982325e-05
378,5.7208410200182414e-05
379,4.9791096809137514e-05
380,4.128765873634421e-05
381,3.470788197290631e-05
382,3.289650260107635e-05
383,3.180759344090234e-05
384,3.102064558735407e-05
385,2.7561489504890346e-05
386,2.7974669261965346e-05
387,2.644733954326739e-05
388,2.3571646515563316e-05
389,1.8517276757279433e-05
390,9.687333029084755e-06
391,1.1357152756019673e-06
392,9.503885255668365e-06
393,2.4579938459723394e-05
394,3.8477511788315155e-05
395,5.255063513143199e-05
396,6.854544218093395e-05
397,8.456490476493883e-05
398,0.00010067436182836786
399,0.00011626690056054656
400,0.0001318466195110446
401,1.1796104745442904e-05
402,0.0006856185691166417
403,0.0005271555479673395
404,0.00041306219898107344
405,0.0003263876046002423
406,0.000260960335002558
407,0.00021180366183681798
408,0.00017535339679852768
409,0.00015043629943711778
410,0.00013598304426842844
411,0.00012458730779396632
412,0.00011037603470409607
413,0.00010035309290490346
414,9.067663621831201e-05
415,7.959172140470372e-05
416,7.146441444305651e-05
417,6.516488893559824e-05
418,6.0447476861291705e-05
419,5.7147655980749335e-05
420,5.302595072098626e-05
421,4.794083428105722e-05
422,4.1849462479426336e-05
423,3.4796294491989954e-05
424,2.6119090944298762e-05
425,1.6110625447929294e-05
426,3.231552544669114e-06
427,1.1596433100002912e-05
428,2.7602070021615077e-05
429,4.367881303224408e-05
430,6.192994637732596e-05
431,7.810631615523533e-05
432,9.532988273885934e-05
433,0.00011509637725382049
434,0.00013242169289373606
435,0.00014840998662624116
436,0.0001664608930429523
437,0.00018144047249002426
438,0.00019371803995849035
439,0.00020645693110576957
440,0.00021991298659340686
441,0.00023374724588975937
