Generation,Fitness
0,0.5048333986040641
1,0.4564102762580644
2,0.5048333986040641
3,0.4804251590390525
4,0.46922560751045506
5,0.409145193425152
6,0.5048333986040641
7,0.5048333986040641
8,0.5048333986040641
9,0.5048333986040641
10,0.3989233110600727
11,0.44620447873342695
12,0.5048333986040641
13,0.44066898018022016
14,0.5048333986040641
15,0.29984857266605314
16,0.5543456235677322
17,0.4678557598534274
18,0.4541319109227233
19,0.47293273271913794
20,0.5543456235677322
21,0.40314997875353153
22,0.5543456235677322
23,0.5543456235677322
24,0.40314997875353153
25,0.5543456235677322
26,0.5543456235677322
27,0.5543456235677322
28,0.5543432900870515
29,0.5346812427805387
30,0.5543456235677322
31,0.5543456235677322
32,0.002998549823911567
33,0.49212121002751363
34,0.49212121002751363
35,0.4646716008774323
36,0.5543456235677322
37,0.44195056483345496
38,0.5543456235677322
39,0.5543456235677322
40,0.5543456235677322
41,0.40314997875353153
42,0.5543456235677322
43,0.6299949943627734
44,0.49212121002751363
45,0.5214052223261918
46,0.6299949943627734
47,0.6299949943627734
48,0.6299949943627734
49,0.48753557335640796
50,0.4442714914415804
51,0.6299949943627734
52,0.5214052223261918
53,0.6472976675417028
54,0.6472976675417028
55,0.44066898018022016
56,0.6472976675417028
57,0.6472976675417028
58,0.37277387679506013
59,0.6472976675417028
60,0.6472976675417028
61,0.6472976675417028
62,0.6472976675417028
63,0.6472976675417028
64,-0.07917561881776969
65,0.44066898018022016
66,0.6472976675417028
67,0.19431052580779973
68,0.6472976675417028
69,0.6472976675417028
70,0.32376272544785945
71,0.4442714914415804
72,0.6472976675417028
73,0.32376272544785945
74,0.6472976675417028
75,0.44066898018022016
76,0.6472976675417028
77,0.44066898018022016
78,0.6472976675417028
79,-0.29397612357309466
80,0.32376272544785945
81,0.6299949943627734
82,0.32376272544785945
83,0.6472976675417028
84,0.6299949943627734
85,0.44066898018022016
86,0.013771585839922551
87,0.44066898018022016
88,0.32376272544785945
89,0.32376272544785945
90,0.6473229762240376
91,0.6473229762240376
92,0.6473229762240376
93,0.4406887236831736
94,0.6339002088522987
95,0.6473229762240376
96,0.6339002088522987
97,0.6753617389453082
98,0.5959897367863061
99,0.32376272544785945
100,0.4456657568698503
101,0.6753617389453082
102,0.7731376665460665
103,0.7731376665460665
104,0.32376272544785945
105,0.7731376665460665
106,0.7731376665460665
107,0.7395484176267466
108,0.7439400533588119
109,0.7731376665460665
110,0.7731376665460665
111,0.7731376665460665
112,0.32376272544785945
113,0.7410201489705281
114,0.7779922754982262
115,0.5220654924986992
116,0.7779922754982262
117,0.7779922754982262
118,0.5590922849120128
119,-0.14274566155470225
120,0.7779922754982262
121,0.7779922754982262
122,0.5220654924986992
123,-0.14274566155470225
124,-0.2004616736601168
125,0.7779922754982262
126,0.5220654924986992
127,0.7779922754982262
128,0.7779922754982262
129,0.5220654924986992
130,0.7779922754982262
131,0.7779922754982262
132,0.7439400533588119
133,0.7779922754982262
134,0.7779922754982262
135,0.7779922754982262
136,0.7550351233148227
137,0.5220654924986992
138,0.5220654924986992
139,0.9196013491804269
140,0.25167874288372527
141,0.24651925501864014
142,0.5590922849120128
143,0.9196013491804269
144,0.9196013491804269
145,0.5590922849120128
146,0.9196013491804269
147,0.9196013491804269
148,0.9196013491804269
149,0.24651925501864014
150,0.9196013491804269
151,0.9196013491804269
152,0.9196013491804269
153,0.9196013491804269
154,0.5590922849120128
155,0.9196013491804269
156,0.35246390386145077
157,0.5590922849120128
158,0.5263343661644955
159,0.9196013491804269
160,0.5590922849120128
161,0.9196013491804269
162,0.4740117198494094
163,0.24651925501864014
164,0.24651925501864014
165,0.9196013491804269
166,0.24651925501864014
167,0.24651925501864014
168,0.9196013491804269
169,0.9072982780877679
170,0.9196013491804269
171,0.9196013491804269
172,0.9191656350742923
173,0.9196013491804269
174,0.25068339964522135
175,0.9191656350742923
176,0.9196013491804269
177,0.9196013491804269
178,1.0227647660144443
179,0.9196013491804269
180,1.0227647660144443
181,0.8001980144642014
182,0.29461110934710266
183,1.0227647660144443
184,0.4993856301951549
185,0.896747021134976
186,1.0227647660144443
187,0.24651925501864014
188,0.9196013491804269
189,0.8050541069353585
190,1.0227647660144443
191,1.0227647660144443
192,0.8861761152145453
193,1.0227647660144443
194,0.4993856301951549
