generation,best_fitness,voxel_0_genome_val,voxel_1_genome_val,voxel_2_genome_val,voxel_3_genome_val,voxel_4_genome_val,voxel_5_genome_val,voxel_6_genome_val,voxel_7_genome_val,voxel_8_genome_val,voxel_9_genome_val
0,99.99057775139504,0.8306068721323634,0.8177839082287544,0.6648057258106018,0.5319033382445217,0.33349633833876036,0.40972572089119963,0.8303481882880567,0.7263656957959008,0.26774059237568426,0.0823799228370452
3,99.00825869482378,0.8306068721323634,0.6937509086794275,0.6648057258106018,0.5319033382445217,0.33349633833876036,0.40972572089119963,0.8303481882880567,0.7263656957959008,0.5596793240165263,0.6592903029047362
198,98.66368181238518,0.8306068721323634,0.6937509086794275,0.6648057258106018,0.5319033382445217,0.33349633833876036,0.40972572089119963,0.8303481882880567,0.7263656957959008,0.5596793240165263,0.6592903029047362
496,98.44307664459464,0.5667772058800382,0.6937509086794275,0.6648057258106018,0.8823471749238029,0.33349633833876036,0.40972572089119963,0.8303481882880567,0.7263656957959008,0.5596793240165263,0.6592903029047362
625,98.27500548284384,0.5667772058800382,0.6937509086794275,0.6648057258106018,0.8823471749238029,0.33349633833876036,0.40972572089119963,0.8303481882880567,0.11362640748153485,0.5596793240165263,0.5219081790266932
730,98.24524657068679,0.5667772058800382,0.6937509086794275,0.6648057258106018,0.8823471749238029,0.33349633833876036,0.40972572089119963,0.8303481882880567,0.7152686825742441,0.5596793240165263,0.5219081790266932
3069,98.0369779745838,0.5667772058800382,0.6937509086794275,0.6648057258106018,0.8823471749238029,0.33349633833876036,0.40972572089119963,0.8303481882880567,0.7152686825742441,0.5596793240165263,0.5219081790266932
