Generation,Individual,Fitness,frequency0,amplitude0,phase_offset0,frequency1,amplitude1,phase_offset1,frequency2,amplitude2,phase_offset2,frequency3,amplitude3,phase_offset3,frequency4,amplitude4,phase_offset4,frequency5,amplitude5,phase_offset5,frequency6,amplitude6,phase_offset6,frequency7,amplitude7,phase_offset7,frequency8,amplitude8,phase_offset8,frequency9,amplitude9,phase_offset9
0.0,0.0,100.43171325764503,-1.9195089543491415,4.6306689520648385,-0.2664197611181633,3.435103612138029,-0.3672780760488634,1.7598783358751908,-0.9582098807268212,1.5280541698516756,-0.3151455627809633,-1.1692659177556033,-0.5333343188455846,-1.359399005938358,2.5348214878222626,2.610980171562252,-0.6517131182145299,0.7219774924890404,4.024322911930142,2.205836007355187,0.5792800421174473,-2.90377474492364,0.18053455655257855,0.6717610790826306,0.5729449567770606,-4.559193567283685,0.5115096839499474,0.27668790098156404,-2.0492004586970585,-2.0802078705219533,-0.022111248511459625,-1.2231926149118002
0.0,1.0,100.10164209276152,-2.633299708310167,1.8279182401400058,1.7024499001061897,-2.2269422470346756,-0.03756740680527715,-1.7268038923525624,-1.7885598592744563,0.32730602521898833,-0.4914253254224605,0.014493202985367229,3.306712237309139,3.0603107025240774,-0.6506384512166015,-1.6047687185966688,0.18600483008122468,-1.3260141625426622,-0.671582601397466,0.3033503089376941,0.4039754418477409,3.0578664959911137,3.2755372751617657,0.05927534366284529,1.30440290846646,2.2679966094337156,-4.623804425940125,3.2922040577094163,0.20402647386240488,0.5601120384823091,2.416347021759716,2.0008367618875553
0.0,2.0,101.717984339218,-0.36875126660327695,2.8143976965200235,-4.065087562326496,0.6502766735761987,-3.3995708910306703,-0.6491316150177039,-1.4290823839756193,1.8067534377362242,-1.0541395932550237,0.08951219641852254,-0.9588092535889987,1.0980488108594573,1.3598170185497573,2.8077255216730883,-1.3444319975256658,-0.09166861615228153,-1.2508752516189716,0.5055875324513408,-3.856096259868446,3.1865561143409002,0.8008572837082739,2.398921479990291,-2.9663085325629153,-1.6859751483721355,-0.33744421704130256,-0.3521461313326304,1.7198174555439791,2.7117043881202574,-0.5082078476337135,-0.6707315056771398
0.0,3.0,99.86305761324083,-0.21518332339897203,-0.43688610312784926,-1.579784367162008,1.551854927463429,-0.7175308207412023,-1.6352864399693554,1.3688158702970308,1.428722949273316,-2.34376310619011,3.194481716789486,3.254036777282477,3.001974835094707,-4.275352655593035,-1.3519974626113274,-0.7620543539244403,-0.4850695917480661,3.469142630097531,-2.85715518770987,-2.193918238286444,-1.0271593181971412,0.42025610611424413,-3.6203813919437122,3.307297684586512,1.101054448208033,-0.12390682676433787,0.518991601003332,1.0824613841228248,0.6427750163333779,-0.017918985413016175,-1.8219661101395166
0.0,4.0,99.51368503577233,1.0689956861259424,3.6361159876810545,0.9514103097554149,3.312939859288184,2.7808530943330494,0.2765703214036835,0.4972857116821209,0.6119585922129879,2.5427888161202126,0.7807569909845254,0.20424519348217562,-2.5607737060490754,-0.9457631771597453,-2.990507874200318,0.08143374660484151,0.7484501945108952,0.19571604314212998,-2.2017042893811656,-0.8416474733665069,-0.6880561345059892,-0.7940373483226821,-0.7357590937985572,-0.226524207947558,1.5872524112864668,1.447526802852341,1.7642786252268496,-0.9410337630249356,-0.007393897913472211,5.1236369105724,3.0747076449813315
0.0,5.0,98.59966629742198,3.226686753305085,0.4599361711440054,0.05124306422125398,1.4538516137634787,1.108190050510861,2.145867555518448,-2.080502157488328,1.4838142168026083,0.9457564681730114,-1.574016628832005,0.6603106711380813,0.6522688450485971,-1.2113582833925454,1.1262863292771716,0.21110573645179365,0.6230247950099014,-3.3967017014269603,-1.3184676869685534,-2.2803686019772846,1.2064578731262707,0.9745636577431673,-0.43396884374232325,4.065619401491447,-1.1632352112654387,0.932054255556913,-0.4042365094426572,0.6131391879490719,0.6278373912404147,5.98069854305033,-1.9002416909650424
0.0,6.0,100.8768078328159,1.3889718529111967,-0.49964445617361686,0.2873522381376577,1.818678753397785,0.5224576137303215,-1.0144918523046789,-4.343308134591825,-0.5403252472127924,0.06359565072069329,0.6816821505296173,1.854021648556007,-2.4063678573240317,1.457575087472698,1.8298010877406594,-2.222587720528303,3.2362596348419874,-1.6734571505034919,0.12477371373454368,0.31354855227707756,-2.6411795499538897,0.3041944531238173,1.9671288467242094,2.5590293523906373,-0.40758738511499554,0.5570082148658207,5.764600240892355,4.5334522310189875,1.7497980271155211,-0.9234044155105414,-1.952875270649235
0.0,7.0,98.8359363767122,5.589116706594932,-1.8835998210409963,1.366003960665492,-0.1498169083448845,0.4541965907084736,1.4023519872190955,-0.044415678993588364,3.2682263136310183,0.9999406467362248,-2.504011118635486,-0.39998303180287964,-3.8187709658057045,2.5134409410059577,1.1050894812813066,-0.49091433255904265,-0.431857089953516,1.6524342033150488,-0.6347502695242141,1.7268555519338935,2.448666203929598,2.1981362606262462,1.0834981988588843,-3.889009737938716,0.45188823723297816,-3.48745444813931,2.9623770570155172,0.452649849851756,-2.64356642313567,-3.93545494673028,0.2003381526775871
0.0,8.0,100.01865035060668,-3.280960524334017,-0.6149738110488274,2.2741332128682763,-2.7157450070744926,0.4610792971745453,1.726908621380169,0.2253284786811658,-1.8102783176039798,1.8021303015514447,-0.007536826561435575,0.6038540264767813,-0.07593756212383396,-0.24905990707136086,0.7714334528176006,1.986519271023874,-1.1584846046553527,-0.3657625502846902,-1.791563469226892,0.6560580833258175,2.4261127565003067,-0.6085825285138652,4.804841717754429,0.39932252386353273,1.3253834188835871,0.7328057054440937,-2.049339463266266,1.8459402125893654,-2.0257078965771336,1.569017166994354,-2.7331296435198507
0.0,9.0,99.26216628323444,1.116226866884027,1.8273049080113881,0.9624704551493104,-3.9535982249292165,-2.5210828327987485,0.7868064036504928,2.2691429844311624,-0.41077192870031287,-1.0377119886060657,0.445590805109492,-0.6696905626723662,-0.40363923316844325,4.460939563652458,-0.7696971616732571,1.031165108048653,2.6282343337135234,1.2740041977859673,1.5523852998250354,0.7924785681441856,-1.0898930017090156,0.618342794594166,2.0449490961024,1.1880904227304703,-0.1377504048148573,5.441887145818784,1.9256907185838563,1.369051883134915,0.31495938648681476,-2.4968914170065077,-2.4683701307057793
