Generation,Fitness
0,0.7000401344931895
1,0.7000401344931895
2,0.7000401344931895
3,0.7000401344931895
4,0.7000401344931895
5,0.7000401344931895
6,0.7000401344931895
7,0.4442714914415804
8,0.7000401344931895
9,0.7000401344931895
10,0.7000401344931895
11,0.6268853989171994
12,0.7000401344931895
13,0.7000401344931895
14,0.4442714914415804
15,0.7000401344931895
16,0.4442714914415804
17,0.7000401344931895
18,0.7000401344931895
19,0.7000401344931895
20,0.4426907757566445
21,0.7000401344931895
22,0.7000401344931895
23,0.7000401344931895
24,0.7000401344931895
25,0.7000401344931895
26,0.5353093144804539
27,0.510356312753812
28,0.4442714914415804
29,0.7000401344931895
30,0.7000401344931895
31,0.7000401344931895
32,0.7000401344931895
33,0.4442714914415804
34,0.7000401344931895
35,0.6327966031272103
36,0.4442714914415804
37,0.7000401344931895
38,0.7000401344931895
39,0.4670468413560931
40,0.7000401344931895
41,0.7000401344931895
42,0.7000401344931895
43,0.4442714914415804
44,0.7000401344931895
45,0.16827055507001187
46,0.455893302958958
47,0.4442714914415804
48,0.7000401344931895
49,0.4442714914415804
50,0.7000401344931895
