generation,best_fitness,frequency0,amplitude0,phase_offset0,frequency1,amplitude1,phase_offset1,frequency2,amplitude2,phase_offset2,frequency3,amplitude3,phase_offset3,frequency4,amplitude4,phase_offset4,frequency5,amplitude5,phase_offset5,frequency6,amplitude6,phase_offset6,frequency7,amplitude7,phase_offset7,frequency8,amplitude8,phase_offset8,frequency9,amplitude9,phase_offset9
0,97.01445973166348,1.314094891134506,-1.090414742581097,-2.20223114115055,-1.1194689470376549,-0.46020540773041096,-3.1920011337412544,0.2869133218700154,3.7170994764081,-1.0593947253362168,0.38047424501412763,-0.36970558629494055,-0.4204008122049147,2.0809915478854752,3.9601581079739474,0.7340614322923178,0.3513048722955028,0.8497247102928231,1.9594550918656397,-0.13117815594265658,-0.48064343580087465,0.40414490861743974,2.036194660079464,2.7994188447942276,0.910738344168987,-0.23510833635191122,-1.3996298979983188,-1.6671083465318564,-0.6618768518705153,-0.15919590154748442,0.33890680105593396
