generation,best_fitness,frequency0,amplitude0,phase_offset0,frequency1,amplitude1,phase_offset1,frequency2,amplitude2,phase_offset2,frequency3,amplitude3,phase_offset3,frequency4,amplitude4,phase_offset4,frequency5,amplitude5,phase_offset5,frequency6,amplitude6,phase_offset6,frequency7,amplitude7,phase_offset7
20,97.0980964863839,-4.18552475499898,-2.52644822326013,0.631195904885383,-0.618105845774748,0.544309476384666,0.35086066669853,-1.90596250296851,2.95802965476668,4.93764833029888,0.553314328921448,2.074263851111,0.313103421509607,-0.271300327994561,0.204477760172024,1.43471433592878,0.420094150675127,-0.13408111858065,2.10742960784341,0.141417023725532,1.78609110580272,0.804595017554086,-1.80092878127018,-4.3049506747155,5.90468433751976
21,95.7603557067374,-3.21408028044688,-2.63339094002172,1.83347147522914,-0.841140942872009,0.975497768050149,1.0952931169739,-1.28491484603451,3.73563333469064,3.6688464488716,0.968430911390085,1.23876045281599,1.09911135204973,-1.66791242097357,1.5283449380258,2.05249547300755,1.26135866520955,-0.048113181367579,4.38597719411766,-0.7714714413384,2.43409995853146,-0.309581354222819,-2.6276628460512,-2.73344411282284,4.87632483672488
22,96.3810541119862,-2.39322908985857,-5.13699638936338,2.73999641555381,0.018823998493831,0.029606732270943,-1.72547905072863,-3.46920781481042,2.80282346453156,3.86052485337785,-0.17135168455593,1.26280143952315,-0.169377216681802,-2.08598156631588,1.01954788757028,1.83805440484775,2.15834769291116,0.123047839003269,3.14915168942543,2.15850812818096,0.287175662837369,-0.42237189062441,-2.3352664688057,-4.42677692401122,4.0484604393711
23,97.5854403619881,-3.83205136758391,-4.21752719158676,2.89122043298881,-0.930180034925493,0.84233410566383,-0.97312007160477,-0.686549026372504,5.26123885836734,3.74660857518696,-2.71707703992971,0.329772275229586,0.097523602240515,-0.384373110078886,0.019585061718735,0.968973444070559,1.98120762050478,0.631729339146272,2.85791196196708,1.07558052893485,-0.124563427826786,-2.61931086116193,-2.30253595846649,-4.39868895375659,4.01665001764444
24,97.1504710313591,-3.44850129202174,-1.03608773372132,4.00548608148047,-0.65019762130749,2.24779025922223,-2.08255083629507,-2.33607846571556,4.88780261904503,4.55242534886293,0.997947059619439,-0.769576184361512,-1.21291650440581,-0.81299841999299,1.02721843218585,0.228638101109924,1.97963773950278,2.77695973809873,3.33405212814799,1.23497443708255,-1.68687174833589,-0.061202104164617,-1.68666834606133,-7.09856939633776,4.52439810377723
25,96.5950391176024,-5.10149526528549,-3.42568373505313,3.89348488051984,1.34542273039723,2.16457883137025,-0.364082929699259,-2.18719503445025,4.54002257701583,1.80821646972566,-1.73409577406886,-1.50223095939751,0.164610657232202,-0.249014533910843,1.39352579689714,1.94788316950756,-1.25106175451353,0.632346052362837,3.50681733385173,2.40355976575703,-2.15685553782733,-1.76951403168293,-1.32464924243592,-5.81842456597273,6.92468044370542
26,97.6923615054865,-2.31736800464186,-3.20507289714234,3.24290987406419,0.421864075581961,1.986447228978,0.014735561176223,-2.22823963497824,6.88301818845871,3.99195301818635,0.910568537993397,-0.427497715613031,-2.63973994414631,-0.38171652568155,2.50341612416384,1.1486061408333,-0.194012953675174,0.406198305649838,2.88242821698654,1.74394690693766,-0.36350129231298,-1.89177958270723,-1.58777960597503,-3.31776365619486,5.22284584038201
27,97.5932448475897,-2.02604733216363,-2.40922203473574,1.68863952233048,-0.307057511280553,1.13494365651045,-0.131702845003761,-2.6364367588508,6.60950552084104,5.11210804944902,-0.492882248182805,0.61167700998966,-2.62695769742914,-0.06969902434251,1.16055401277397,2.19208882454279,-2.53730631044514,-0.052424599338014,2.28416164032425,3.7553311887526,-0.405831030033552,-1.08553197491835,-2.90302612372389,-5.06145533389163,6.28635705445292
28,97.4644209750477,-1.3487703323537,-1.45284009552089,2.75436530591533,1.63666176522569,1.23342543991851,-1.66165941300414,-2.3512496710996,5.47992541694702,5.54125182271754,2.61454710972407,-0.143480958822093,-0.15439573750049,-0.596704228188869,1.43184612689918,1.09897246894985,0.652140536320916,3.12840608533117,1.83333498661138,3.92379367337821,0.85738194000528,-1.81851876722041,-2.51679185196589,-3.9581603563976,7.73747138858055
29,97.4620102109787,-2.1298833732338,-0.700151077739669,2.54260442571348,0.55808537569824,1.46243887140843,-1.26860640186271,-1.35431163621518,5.34667743424057,5.72910756414412,0.686621206501194,1.76801870894793,-0.490080930527472,0.603167590395737,1.70585047174043,2.66105813877146,-2.25435270281919,0.79784065603651,1.76296313008722,3.7859659100411,-1.25557479956182,-2.71575819401415,-3.77731407897373,-5.19471464712981,6.73406601245522
30,96.391470537523,-0.895123759581648,0.470783940884615,0.632516079844701,-0.801463758920159,4.31842916815344,1.49329176011289,-2.28189331996016,4.83736540274364,4.23898909329803,-0.881248907203307,2.09492418244397,-0.540267627825758,2.40580208348903,3.76486449531073,4.42073303012794,0.08368327707267,0.7086513746898,0.566008193839409,1.24660341056288,-2.96674995732617,-2.92447688987195,-4.29716078641071,-4.24284926416691,8.0220400403724
31,98.7256576940941,-1.19406697193316,0.330566244464094,1.81159410894697,0.456340712911337,2.44754923851941,2.03809920797564,-3.67380582634252,5.56075556028492,3.54603453218492,-0.797856514252365,0.87622152469131,-0.893002868551723,-1.35171224140936,2.36666569573658,2.00139566906852,0.060165737438918,-0.460302560943393,4.90220768297193,1.78769463780524,-2.20180248383759,-1.58567679935662,-4.94132476373723,-4.24155284159945,7.54005105138958
32,98.5578205813098,-2.50599055729811,0.234001293500125,2.38131670226002,0.461773777038634,0.756155704673859,-1.10026193840649,-2.10610688112246,4.368646115915,3.15005044356092,0.383757746943598,2.53270647772173,0.358489067112505,1.42870503651649,3.40617493070337,3.61217562402842,-1.36320286095097,1.71697969831813,3.70430282341733,3.82269228214143,-2.7460691188941,-0.141714672298495,-1.6862532221822,-4.72537846751611,6.77020654689655
33,97.8314167409046,-1.14908330384024,0.090783490727858,1.33531545429135,-0.051273010944061,1.69263597682085,-0.32977153504916,-2.61597924360396,5.17955446163628,4.2636619395436,-1.17228622712538,-0.373105624051343,1.11118944979037,0.466501446300431,3.31913529275867,1.85319909138012,-1.9242919701881,0.828112385590028,4.02653812184229,0.203564852889013,-1.03229583850752,-0.637713584037563,-4.84843662640375,-3.55936486304037,8.29886340171447
34,93.3219550534447,-0.561294143877007,-0.819517580068574,0.21463458610346,1.52286506124165,2.86697013946085,-2.26163837989305,-3.41545672032399,4.07052365609567,4.34884619200683,-2.47957295899689,-0.633976493620694,1.6431790556958,1.19932194069466,3.66814467704204,3.17638825020074,-2.04693814158699,-0.479524692875782,1.72991270757565,1.25844482980435,-2.95349975461001,-2.62530839453146,-3.35923917604093,-2.20343896583704,7.3058547713081
35,97.101421852672,-0.7732778881278,-1.59260502588436,-0.849680975763452,-0.394651738286921,2.75534339528163,-1.41364930717325,-2.11248271271873,4.10772084576815,6.52828167033477,0.623616945003374,-0.823407234055921,0.251503257452373,1.3115826430444,5.19965993190014,4.00230708347526,-0.463333099748716,-0.54365928173845,2.48566989667309,0.074190161574409,-3.16228882087048,-0.386834674173821,-4.08169670609073,-2.42165383465575,8.3281363020611
36,96.9453513751494,-0.885174275302255,0.755231647271069,-0.532138514233984,0.406159183063972,3.09640645036278,0.73671028488326,-1.05357711652645,3.16467930498284,4.19408266196997,-0.950613647391287,-0.796597262037374,0.3101305442321,-0.724439457717006,4.59581649051226,2.76160084207087,0.385606329619004,0.604015496558896,0.208962969063314,0.837178298845597,-0.983754823141963,-0.815203319020111,-4.51652127661021,-2.74271142786685,6.72096085626842
37,96.9423111673004,-2.55621978617468,1.93244486853128,-1.48727624484892,0.60627173621494,4.27591770353031,-0.204328039256794,-2.7043690676959,1.94895405998392,5.55648087762027,-2.18187749936335,0.669022962906435,0.537064007361084,1.09327034200811,3.77780715500992,4.01188275457096,-2.66580693335551,-0.426893228236127,1.07187952109588,1.78026663982012,-0.813733963897482,-1.68780586191373,-4.50212298526508,-1.86485220903815,7.2174607299052
38,96.0863841715717,-4.25307349523267,-0.079880337753447,-0.904800336327566,0.689264836174228,3.75940670167408,1.03046212781942,-0.718212331045524,2.1746914586182,6.57963326266137,-3.89495072261948,1.53886749199133,0.852338868820438,1.4682690422346,5.08351430363029,3.06558625589451,-0.749247801268059,-1.86057104917654,2.33855455090112,-1.06323618098237,-4.02220288088803,-1.75254141965555,-5.32454319106686,-4.76234912446156,6.16447789740902
39,94.6098495653367,-3.58703350481573,1.18939723925122,-0.231992746937828,0.704347996376953,4.40867084516976,0.556149301905005,-0.768998530539409,2.39670836706347,3.6774870690701,-5.13335166019428,-0.105925297463946,0.65026474023063,0.70959251548034,4.70005995750632,3.83725981977024,-0.772953122441594,-0.167129595722355,2.34006139364314,1.76558469459099,-3.3324212155171,0.67937066351669,-2.94035454072827,-2.12822909754476,5.06979532599457
40,96.5081517387485,-4.33307612849204,-0.964641917752486,1.16632642494571,-0.326476066712023,3.73939239826455,3.19649838308194,-0.87228395396005,2.375802608363,5.99864739604035,-5.92191554650501,0.477123630835977,2.38488151915165,3.67944142086693,6.32774734796425,3.47002853611677,-1.24562208008988,-1.46992625430357,2.56043405831999,-0.368910299122642,-2.14200782326217,-1.28162558062947,-3.56177851453417,-3.11744526737008,6.3418063415302
41,94.153198654747,-1.07735380698433,0.451235858352271,0.223197742434001,-0.318831136021333,3.84501750174259,1.83266338502925,-0.653125565387681,5.55559614734985,4.86793223508786,-6.05185114876629,-0.24659588475548,2.73558443847257,0.689597372519566,6.07628499298399,2.39996344315387,-0.431392341924721,-1.48574181847687,2.48372975569822,1.73406145360355,-2.80795712156596,-0.941931216344692,-3.55762507279554,-1.99752493485971,5.74628215863283
42,94.3754459216615,-1.36581415866895,0.883276274090091,0.07513482838739,1.22678671494185,3.5419254952066,0.999658180072561,-1.93741840957441,5.0326759528664,7.43498205181902,-4.28141795548518,-1.15663138774897,2.4918365576043,1.57508998594405,5.65344357469233,1.5263430080753,-0.079588361532002,-0.444765153151403,1.26151516337071,1.90225502077902,-3.46615880085799,-0.064489138284496,-2.94827043463737,-2.28940989289539,6.49687372903486
43,96.779755145615,-2.75664795549172,2.70311356145978,1.09677536321323,0.74013852249814,4.1272859539401,2.16501704338565,-0.270757187313457,4.82401004496228,5.32120595066893,-3.49938291719338,-0.519103811543825,1.7092175227669,1.37500896753918,4.7321349303839,1.29789816022633,-1.09665638654526,-0.596455943059625,2.04656274057266,0.751195156380105,-3.25172761904712,0.487593060842512,-3.43651503072941,-0.471469875981855,5.98074247899021
44,96.5689527504588,-3.84862344760682,0.540350786489465,0.468901203604549,1.2201933978778,5.56083097413095,2.88903909247081,-1.53978865023108,4.25992463476062,5.7042303406885,-4.91326490271438,0.478978618388553,2.56564730030667,1.35592856803442,5.52809609344913,1.12129003556113,0.852415263126482,-3.82100965974829,2.74064956141852,1.78887940587081,-3.19117507873477,-0.960724149443241,-4.03465623596619,-0.979103985110116,5.54348909945638
45,95.7455341133377,-5.30427784450921,2.62416357417651,0.722021998559119,-0.25286761524102,4.95400373491901,1.99790255486597,-1.28530861318297,3.39121299204267,5.79007027417278,-4.85155781994943,1.3724993670824,0.847870291459844,1.19453735895385,5.35916130676039,1.17696164856441,-1.07840448112446,-3.19069605240841,4.76251405480282,0.208480399197746,-4.19311091659967,-0.139977019561564,-2.6928660837362,-2.39223744038556,6.12479303843488
46,98.1243926505487,-3.71009357061298,0.585121013383036,2.2183467465542,1.19610856936291,4.21732251419662,3.91032802848701,0.142297906905901,4.12409057648249,3.36140075675739,-5.1765729609927,1.46139888058078,1.62188098753404,-0.548221609142895,3.56473391187296,1.4276450115988,-1.47748581034867,-2.82738505196478,3.74205785513516,1.30215291993616,-2.65660759817549,-1.23706452167627,-3.46007264103959,-2.75468892950275,4.33646904076699
47,98.0231529949004,-3.34111167979352,0.644473828851523,3.1035833387285,2.90096609404467,5.77097231185261,3.72992030076866,-0.704105747026196,3.70006911835373,5.2875667433491,-5.85911826027661,-0.546432142632581,1.9979755514513,-1.29051292219266,3.13203807103458,-0.452449749096098,1.04136181370274,-2.61925533549054,4.40552235144874,2.04041543777432,-2.07775453290792,1.22182036238634,-2.08222499944663,-2.44223414849794,4.70791982223087
48,96.1733223575905,-4.61531697330745,0.69905827665559,1.39291444099288,2.61666163039134,6.66367622672553,3.35421079576397,-1.57688786031638,3.32945360023739,6.2024073092696,-2.8696088631512,0.027656999516235,0.868741806782867,-0.089340380068191,3.37263299995012,-0.667491593538191,0.023392270818893,-2.44331694993363,7.33873970313877,2.05340164258263,-2.91889717498757,-0.564392485651833,-2.65774600453558,-1.36906819019415,4.70181487011353
49,94.1509645737732,-4.65256910020917,-0.335786418442012,4.20723320702511,2.16681269991334,5.86186321183191,1.78500132699112,0.130285706039925,1.71003020545056,4.86829656162891,-5.76350766682132,0.04580163537599,2.12526066224158,-2.26394064066625,2.32789120132536,-0.052489502842164,0.923720652892946,-3.17775779456891,7.10440977063258,0.851215638288973,-3.42079731475325,-0.842169620043016,-2.63802903010091,-1.97949221249573,4.65958311158464
